,content,hashtag,date,like,place
26,#봉피양 #봉피양샤브 🐂🐂🐂🐮🐮🐮🐂🐂🐂,"['#봉피양', '#봉피양샤브']",2020-12-07,0,봉피양샤브
27,미식가 신동엽의 단골 맛집이라는#봉피양샤브 👍,['#봉피양샤브'],2020-11-28,0,벽제갈비 서래점
28,#봉피양샤브 스키야키 달고짜서 별로 안좋아하는데 여긴 딱 맛있네ㅎㅎ 갈비도 양념 적당히 부드러운게 너무 맛있고 진한 양곰탕도 맛있었다 마무리는 평냉 #스키야키#양곰탕#숯불갈비#평양냉면#봉피양샤브서래점#서래맛집#방배동맛집#봉피양#1인3메뉴,"['#봉피양샤브', '#스키야키', '#양곰탕', '#숯불갈비', '#평양냉면', '#봉피양샤브서래점', '#서래맛집', '#방배동맛집', '#봉피양', '#1인3메뉴']",2020-11-25,0,봉피양샤브
29,#김호중 왕팬이신 장모님 모시고 #미우새 에서 김호중과 현주엽이 먹방 찍고간 #봉피양샤브 #봉피양서래마을점 방문😀 무자게 행복해 하심😅,"['#김호중', '#미우새', '#봉피양샤브', '#봉피양서래마을점']",2020-11-19,0,봉피양샤브
30,스키야키 사랑❣️#미우새 #현주협 #신동엽맛집 이라고 해서 찾아갔던 #봉피양샤브 #서래마을 너무 바빠서 서비스는 별로ㅠㅠ #맛집 #맛스타그램 #먹팔 #강남 #강남맛집 #고속터미널맛집 #서래마을맛집,"['#미우새', '#현주협', '#신동엽맛집', '#봉피양샤브', '#서래마을', '#맛집', '#맛스타그램', '#먹팔', '#강남', '#강남맛집', '#고속터미널맛집', '#서래마을맛집']",2020-11-18,0,봉피양
31,지난 주말 남편 최애 평양 냉면 먹으러 갔다가 요즘 방송에 나와 핫한 스키야끼도 먹었어요~😋모두들 맛있는 저녁식사 하세요~..#웰시코기#호두엄마#하루식탁#요리스타그램#요리하는여자#요리레시피#요리하는영양사#간단요리#한끼식사#집밥#홈스토랑#댕댕이그램#댕댕이#corgi#welshcorgi#harutable0324#harutable#simplecook#simplerecipe#simplecook#homemade#homerestaurant#한끼밥상#추천식단#메뉴추천#봉피양샤브#평양냉면#남편최애메뉴#스키야끼,"['#웰시코기', '#호두엄마', '#하루식탁', '#요리스타그램', '#요리하는여자', '#요리레시피', '#요리하는영양사', '#간단요리', '#한끼식사', '#집밥', '#홈스토랑', '#댕댕이그램', '#댕댕이', '#corgi', '#welshcorgi', '#harutable0324', '#harutable', '#simplecook', '#simplerecipe', '#simplecook', '#homemade', '#homerestaurant', '#한끼밥상', '#추천식단', '#메뉴추천', '#봉피양샤브', '#평양냉면', '#남편최애메뉴', '#스키야끼']",2020-11-16,0,벽제갈비 서래점
32,맛잇게 잘먹겟슴니당❤️#봉피양샤브,['#봉피양샤브'],2020-11-14,0,
33,2020.11.07#아주소소하지만#생활패턴도공부시간도#바꾸려노력하는웅이#아주작은변화여도#이엄마는좋다#간절함과열정의결과를앞으로기대해본다#소년웅화이팅👊#조금일찍웅이픽업해#봉피양샤브#스끼야끼#한우석쇠불고기#돼지갈비#냉면#찐맛집인정#음식취향#노래취향까지비슷한#엄마와아들은너무많이먹었다#매드클라운 - 용기내지 마세요 (Feat. 김영흠)#아빠와아짱은여행중,"['#아주소소하지만', '#생활패턴도공부시간도', '#바꾸려노력하는웅이', '#아주작은변화여도', '#이엄마는좋다', '#간절함과열정의결과를앞으로기대해본다', '#소년웅화이팅👊', '#조금일찍웅이픽업해', '#봉피양샤브', '#스끼야끼', '#한우석쇠불고기', '#돼지갈비', '#냉면', '#찐맛집인정', '#음식취향', '#노래취향까지비슷한', '#엄마와아들은너무많이먹었다', '#매드클라운', '#아빠와아짱은여행중']",2020-11-07,0,
34,"어제 미우새에 나온 봉피양 한우등심샤브샤브를 시도! 너무 맛있었지만, 다음에는 육수를 자박자박하게~#미우새#봉피양샤브#육수가관건","['#미우새', '#봉피양샤브', '#육수가관건']",2020-11-02,0,
35,#봉피양 #봉피양샤브 #봉피양샤브서래점 #봉피양평양냉면 ㅎㅎㅎ고기부터 먹었는데...고기 사진은 읎다 ㅎㅎㅎ독특하게도 고기 6인분을 시키면 3인분은 앞에서 구워주고 3인분은 밖에서 구워 접시에 인분씩 소분해서 들여온다~물론!!! 추가로 시키면 앞에서 구워주셔서 얌얌~!!!후식냉면은 작은 놋그릇에..요고는 ㅋㅋㅋ 후..식..냉면...은 아니다후식은....샴페인 케익 커피 과일 .....있었으니까^^😝,"['#봉피양', '#봉피양샤브', '#봉피양샤브서래점', '#봉피양평양냉면']",2020-09-26,0,봉피양샤브
36,◝(⁰▿⁰)◜고기사랑 ❤️,[],2020-09-16,0,벽제갈비 서래점
37,벽제갈비X봉피양샤브소갈비에 냉면의 조화는 항상 옳다요💙그치만 서울 소는 너무 비싸요😵😵#벽제갈비 #봉피양샤브 #서래마을,"['#벽제갈비', '#봉피양샤브', '#서래마을']",2020-08-31,0,벽제갈비 서래점
38,"벽제갈비에서 직영하는#봉피양샤브믿고 먹을 수 있는 고기집입니다.한우를 먹었지만,평양냉면도 맛있는냉면 맛집이기도 합니다.#광덕안정_맛집","['#봉피양샤브믿고', '#광덕안정_맛집']",2020-07-15,0,서래마을
39,모처럼 오빠가 평일저녁에 일찍퇴근..짹짹이랑 함께 먹을수 있는 것들이 많아지면서 외식이 더욱 즐거워 ♡ .한밤의 산책.#몽마르뜨공원 #서래마을맛집 .예전 #벽제갈비 갈비는 어째서 #봉피양샤브 로 상호를 바꾸었을까. 한참찾았네. 독립된공간이어서 더욱좋은. #재난지원금사용처.#짹짹이.#맘스타그램 #딸스타그램 #육아스타그램 #초보맘 #육아일기 #도치맘 #황금돼지띠 #돼지띠맘 #육아퇴근 #9개월,"['#몽마르뜨공원', '#서래마을맛집', '#벽제갈비', '#봉피양샤브', '#재난지원금사용처.', '#짹짹이.', '#맘스타그램', '#딸스타그램', '#육아스타그램', '#초보맘', '#육아일기', '#도치맘', '#황금돼지띠', '#돼지띠맘', '#육아퇴근', '#9개월']",2020-05-23,0,
40,#봉피양 #봉피양샤브 #봉피양샤브서래점 43000원 짜리 샤브 치고 가성비 별로 ㅎ.. 맛 없던 건 아닌데 그냥 가격 생각하면 다시 이 집에서 샤브샤브를 먹을 것 같진 않다..!냉면은 무난했음,"['#봉피양', '#봉피양샤브', '#봉피양샤브서래점']",2020-04-26,0,
41,육수는 짜고 면은 맛있었다 양도 많았다 고기는 한점밖에 없었다 후식으로 매실차를 줬다 근처면 먹지만 멀리서 찾아갈맛은 아니다#봉피양샤브#평양냉면#냉면#물냉면,"['#봉피양샤브', '#평양냉면', '#냉면', '#물냉면']",2020-02-13,0,
42,불빛이 영롱하다 ㅋㅋㅋㅋ 입에 맛는 고기 발견 ㅎㅎ 고기 사주는 예쁜 친구 #봉피양샤브 #서래마을 #레드향 #환대,"['#봉피양샤브', '#서래마을', '#레드향', '#환대']",2020-01-28,0,
43,".@songchelin_guide 추천에 긴가민가하면서 (돼지본갈비 먹으러 갔다 곁다리로) 주문해본 한우 투뿔 불고기  Korean marinated beef in soy sauce is grilled on brassware pan..1인분 250g 33,000 으로 양도 넉넉한데, 고기도 마블링 예쁜 등심 투뿔만 사용하는 불고기 💗 양념이 슴슴하고 간간해서 깔끔한 맛이 나와 좋음. 고기만 250g 인듯 양도 넉넉 (다른 집들 150g 인데!!!!). 그릇에 나온건 2인분, 팬에 올린건 그 중 1인분임. 2인분 주문해서 두 번 구워 먹었네요...여러 평양냉면 집들 불고기 중에서 여기 불고기가 제일 맘에 듬. 양념은 당연히 최고이고 고기도 등심만 사용해서인지 최고. 다른 집들은 등심이랑 불고기랑 부위를 섞어서 사용하는 걸로 알고 있음..불고기는 ㅍㅇㅇ 이랑 ㅇㄹㅇ 말고 벽제갈비 불고기 💗💗💗.#벽제갈비 #돼지본갈비 #봉피양 #봉피양샤브 #불고기 #불고기맛집 #서래마을맛집 #bulgogi #koreanbeef #marinatedbeef #서래마을봉피양샤브.","['#벽제갈비', '#돼지본갈비', '#봉피양', '#봉피양샤브', '#불고기', '#불고기맛집', '#서래마을맛집', '#bulgogi', '#koreanbeef', '#marinatedbeef', '#서래마을봉피양샤브.']",2019-12-05,0,벽제갈비 서래점
