,Unnamed: 0,content,hashtag,date,like,place
0,5,D.LIFESTYLE KITCHEN 🍽🥂블링블링 이쁜 인테리어에 맛 좋은 음식들~드라마 부부의 세계에 나온 이후로 더욱 인기가 많아진 이곳~저녁 타임은 거진 매일 풀북..::::::::::::::::::::::#디라이프스타일키친 #sfc #광화문 #광화문맛집 #서울파이낸스센터 #sfcmall #생활의달인맛집 #instadaily #daily #데일리 #데일리그램 #주말 #불토 #불일 #오후 #일상 #인스타일상 #일상스타그램 #서울 #중구 #커플 #데이트 #데이트코스 #광화문역 #양식 #파스타 #와인 #맛집 #먹방 #먹는게남는거 🐽,"['#디라이프스타일키친', '#sfc', '#광화문', '#광화문맛집', '#서울파이낸스센터', '#sfcmall', '#생활의달인맛집', '#instadaily', '#daily', '#데일리', '#데일리그램', '#주말', '#불토', '#불일', '#오후', '#일상', '#인스타일상', '#일상스타그램', '#서울', '#중구', '#커플', '#데이트', '#데이트코스', '#광화문역', '#양식', '#파스타', '#와인', '#맛집', '#먹방', '#먹는게남는거']",2020-08-23,0.0,디라이프스타일키친 광화문점
1,47,#잠실롯데월드몰 #디라이프스타일키친 #dlifestylekitchen #생활의달인맛집#메쉬드포테이토바질스테이크 #토마토파스튜🥘 #해산물빠에야 #핫치즈치킨스튜#모처럼의모임#부부의세계촬영지🎥 #건강한맛집 #분위기좋은레스토랑#샹드리에조명,"['#잠실롯데월드몰', '#디라이프스타일키친', '#dlifestylekitchen', '#생활의달인맛집', '#메쉬드포테이토바질스테이크', '#토마토파스튜🥘', '#해산물빠에야', '#핫치즈치킨스튜', '#모처럼의모임', '#부부의세계촬영지🎥', '#건강한맛집', '#분위기좋은레스토랑', '#샹드리에조명']",2021-10-20,0.0,
2,74,"광화문 디라이프스타일키친- 파이낸스센터 지하1층에 위치, 저탄고지식 음식으로 유명한 식당- 부부의세계에서 이쁜 레스토랑으로 소개되었고 생활의달인에도 색다른 소스 등의 음식이 소개되어 예약조차 힘든 식당인데..- 취소자리가 생겨 럭키. #서울맛집 #강북맛집 #광화문맛집 #디라이프스타일키친 #저탄고지식단 #파스타맛집","['#서울맛집', '#강북맛집', '#광화문맛집', '#디라이프스타일키친', '#저탄고지식단', '#파스타맛집']",2021-10-19,0.0,
