,Unnamed: 0,content,hashtag,date,like,place
0,35,수요미식회 신동엽이 강추한#대치동 #청국장서갈비 여기는 진짜 맛집이다대신 온 몸에 청국장냄새😂,"['#대치동', '#청국장서갈비']",2021-03-22,0,청국장서갈비
1,44,청국장서갈비~수요미식회나와서 유명해진 동네맛집~갖은나물에 청국장한국자넣코 들기름넣어비벼먹으니 느므 맛있다 거기에 매콤달콤한 오징어볶음까지~  이 조합을위해 퇴근하는딸 기다리다 배가고프다못해 자꾸 찔러서 죽을뻔ㅠ무심한플레이팅에서 오는 저 찐맛집의 포스가ㅋㅋ 피드보니 웃음이저절로ㅎ#청국장서갈비#수요미식회#신동엽#연예인싸인가득#주인아주머니짱#오징어볶음#제육볶음#들기름#비빔밥#청국장#된장찌게,"['#청국장서갈비', '#수요미식회', '#신동엽', '#연예인싸인가득', '#주인아주머니짱', '#오징어볶음', '#제육볶음', '#들기름', '#비빔밥', '#청국장', '#된장찌게']",2020-12-02,0,
2,45,"[대치동 맛집] #청국장서갈비갈비는 없고 청국장만 있다최고의 청국장이라고 감히 말할 수 있다특히 비빔밥에 넣는 들기름은 지존주문은 암호로 ""하나 하나요""잠시 후 청국장과 오징어볶음이 나온다#샤론코치 #청국장서갈비 #대치동맛집 #신동엽씨사진있는집","['#청국장서갈비갈비는', '#샤론코치', '#청국장서갈비', '#대치동맛집', '#신동엽씨사진있는집']",2020-11-30,0,
3,51,#청국장서갈비#수요미식회#신동엽.연예인맛집#가성비대비 훌륭한집상호가 청국장서갈비인데갈비는없음~ㅋ#청국장.오징어볶음....밑반찬도 깔끔하고맛있음짜지않아 젊은고객선호주차는 안되는거아시죠?^^,"['#청국장서갈비', '#수요미식회', '#신동엽.연예인맛집', '#가성비대비', '#청국장.오징어볶음....밑반찬도']",2020-10-24,0,
4,53,..#대치동 에 #청국장맛집 이 있다길래!#집밥 잘하시는 할머니가 해주시는 평범한맛이지만 이런곳이 없다는게 문제!#제육볶음 도 달짝지근 밥도둑#수요미식회맛집#신동엽맛집 #청국장서갈비,"['#대치동', '#청국장맛집', '#집밥', '#제육볶음', '#수요미식회맛집', '#신동엽맛집', '#청국장서갈비']",2020-10-22,0,청국장서갈비
5,56,"#청국장서갈비오늘 유독 힘드네요 여러분?이럴 때는 저는 한식을 찾아요선릉에 있는 유명한 청국집 맛집입니다대부분 청국장, 오징어or제육볶음 시켜서 드세요여기 청국장은 정말 진한데 꼬린내?가 안나요그래서 깔끔하고 진한느낌! 콩의 고소함은 다 살아있고요흰밥+청국장 조합으로 반쯤 즐겨주시다가대접에 각종 나물과 고추장 들기름 청국장 넣고 쓱쓱 비벼먹으면 제대로 드시는 거제육 오징어 둘다 맛있어서 취향따라 고르셔요!.▪청국장서갈비▪서울 강남구 선릉로 420▪02-561-1019▪추천메뉴 : 청국장(8,000) 제육볶음,오징어볶음(9,000)..#선릉 #선릉맛집 #선릉청국장 #청국장맛집 #수요미식회 #신동엽맛집 #대치동맛집 #대치동 #한식 #한식맛집 #맛뉴픽 #맛집뉴스 #맛뉴 #맛뉴_선릉","['#청국장서갈비오늘', '#선릉', '#선릉맛집', '#선릉청국장', '#청국장맛집', '#수요미식회', '#신동엽맛집', '#대치동맛집', '#대치동', '#한식', '#한식맛집', '#맛뉴픽', '#맛집뉴스', '#맛뉴', '#맛뉴_선릉']",2020-10-19,0,
